"ID","CM_ID","TIME_SERIES_NAME","TS_ID","RELATIVE_ORDER","CM_ASSOCIATION","CM_CALCULATION_HORIZON","IS_OVERRIDE","EXPRESSION","EXPRESSION_NAME","RELATIVE_PERIOD_POSITION","CM_CALCULATION_PLANE","RECURSES_ON","MATH_EXPRESSION_TYPE","IS_DEPENDENT_ON_ETL","IS_NDCOUNT_PRESENT","IS_IPERIOD_PRESENT","CALENDAR_SUM_USED","PLANE_ID","TRIGGERING_EVENT","CONFIG_VERSION_ID","AUDIT_ID"
953,1719,TS134,134,75,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
954,1720,TS135,135,83,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
955,1721,TS136,136,91,POST_DEPENDENT,"27",1,/* case when (ePeriodId1 = iPeriodId) then */ value1 + value2/nodetodetailcount2 + value3/nodetodetailcount3 + value4/nodetodetailcount4 /* when (ePeriodId1 > iPeriodId)  then */ value1 + value2/nodetodetailcount2 + value3/nodetodetailcount3 + value4/nodetodetailcount4 + value5/nodetodetailcount5 /* else */ 0 /* end */  ,currvsrollingv2,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
956,1722,TS137,137,99,POST_DEPENDENT,"63",0,value1*value2,xmultipliedy,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
957,1723,TS138,138,107,POST_DEPENDENT,"27",0,value1 - (value2 * value3),xminusymultiz,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
958,1724,TS139,139,115,POST_DEPENDENT,"27",0,value1 + value2 + value3,sum_xyz,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
959,1725,TS140,140,123,POST_DEPENDENT,"27",0,value1 * 0.08,xmultipliedconstant,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
960,1726,TS141,141,166,POST_DEPENDENT,"27",0,value1-value2,xminusy,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
961,1727,TS142,142,324,POST_DEPENDENT,"27",1,"Scenario(B,value1)",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
962,1728,TS143,143,558,POST_DEPENDENT,"27",0,/* case when (value1 * value2) > 0.00001 then */ (value1 * value2) / 30 /*else*/ 0 /* end */,dailyavgv3,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
963,1729,TS144,144,432,POST_INDEPENDENT,"27",1,"Scenario(A,value1)",,0,PRODUCT~~ALL~~ALL~~SOURCE,,,0,0,0,0,,,1,125
964,1730,TS145,145,448,POST_DEPENDENT,"27",1,value1/nodetodetailcount1 * value2,avg_by_leafcount_mby_y,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
965,1731,TS146,146,458,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
966,1732,TS147,147,466,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
967,1733,TS148,148,474,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
968,1734,TS149,149,482,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
969,1735,TS150,150,490,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
970,1736,TS151,151,3,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
971,1737,TS152,152,51,POST_INDEPENDENT,"27",0,value1,xequalsy,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
972,1738,TS153,153,14,POST_INDEPENDENT,"27",1,value1,xequalsy,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
973,1739,TS154,154,23,POST_INDEPENDENT,"63",0,value1*value2,xmultipliedy,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
974,1740,TS155,155,31,POST_INDEPENDENT,"63",1,/* case when (value1) = 1 then */ value3 /* else */ value2 /* end */,,0,PRODUCT~~CUSTOMER~~ALL~~ALL,,,0,0,0,0,,,1,125
975,1741,TS156,156,39,POST_RATIO,"27",1,value1,xequalsy,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
976,1742,TS157,157,59,POST_INDEPENDENT,"27",1,value1,xequalsy,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
977,1743,TS158,158,68,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
978,1744,TS159,159,76,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
979,1745,TS160,160,84,POST_DEPENDENT,"27",0,value1*value2,xmultipliedy,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
980,1746,TS161,161,92,POST_DEPENDENT,"27",1,value1,xequalsy,0,PRODUCT~~ALL~~ALL~~SOURCE,,,0,0,0,0,,,1,125
981,1747,TS162,162,100,POST_DEPENDENT,"27",0,value1 - (value2 * value3),xminusymultiz,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
982,1748,TS163,163,108,POST_DEPENDENT,"27",0,value1-value2,xminusy,0,PRODUCT~~ALL~~ALL~~SOURCE,,,0,0,0,0,,,1,125
983,1749,TS164,164,116,POST_DEPENDENT,"27",0,value1 * value2 ,xmultipliedy,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
984,1750,TS165,165,124,POST_DEPENDENT,"27",0,value1 * 0.03,xmultipliedconstant,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
985,1751,TS166,166,167,POST_DEPENDENT,"27",0,value1*value2,xmultipliedy,0,PRODUCT~~ALL~~DC~~SOURCE,,,0,0,0,0,,,1,125
986,1752,TS167,167,394,POST_INDEPENDENT,"63",1,"Scenario(A,value1)",,0,PRODUCT~~CUSTOMER~~ALL~~ALL,,,0,0,0,0,,,1,125
987,1753,TS168,168,549,POST_DEPENDENT,"63",0,value1*value2,xmultipliedy,0,PRODUCT~~ALL~~DC~~SOURCE,,,0,0,0,0,,,1,125
988,1754,TS169,169,433,POST_INDEPENDENT,"27",1,"Scenario(B,value1)",,0,PRODUCT~~ALL~~ALL~~SOURCE,,,0,0,0,0,,,1,125
989,1755,TS170,170,449,POST_INDEPENDENT,"27",1,value1,xequalsy,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
990,1756,TS171,171,459,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
991,1757,TS172,172,467,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
992,1758,TS173,173,475,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
993,1759,TS174,174,483,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
994,1760,TS175,175,491,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
995,1761,TS176,176,10,POST_INDEPENDENT,"63",0,value1+value2,xplusy,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
996,1762,TS177,177,55,POST_DEPENDENT,"27",1,(value1/30*7)+value2,monthtoweekv1,0,PRODUCT~~ALL~~DC~~ALL,,,0,0,0,0,,,1,125
997,1763,TS178,178,18,POST_INDEPENDENT,"27",0,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
998,1764,TS179,179,27,POST_INDEPENDENT,"27",1,value1*value2,xmultipliedy,0,PRODUCT~~ALL~~ALL~~SOURCE,,,0,0,0,0,,,1,125
999,1765,TS180,180,35,POST_INDEPENDENT,"27",1,/* case when (ePeriodId1 = iPeriodId) then */ value1 /* when (ePeriodId1 > iPeriodId) then */ value2 /* else */ 0 /* end */,curr_period_vs_roll_period_1,0,PRODUCT~~ALL~~ALL~~SOURCE,,,0,0,0,0,,,1,125
1000,1766,TS181,181,43,POST_DEPENDENT,"63",0,(value1 * value2/nodetodetailcount2) ,avg_by_leafcount2,0,PRODUCT~~ALL~~DC~~SOURCE,,,0,0,0,0,,,1,125
1001,1767,TS182,182,63,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1002,1768,TS183,183,72,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1003,1769,TS184,184,80,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1004,1770,TS185,185,88,POST_DEPENDENT,"27",0,value1*value2,xmultipliedy,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1005,1771,TS186,186,96,POST_DEPENDENT,"27",0,/* case when (value1) = 1 then */ value2 /* else */ 0 /* end */,xdivideyv1,0,PRODUCT~~ALL~~ALL~~SOURCE,,,0,0,0,0,,,1,125
1006,1772,TS187,187,104,POST_DEPENDENT,"27",0,/* case when (value2) > 0 then */ (value1) * 30 / value2 /* else */ 0 /* end */,dailyavgv2,0,PRODUCT~~ALL~~DC~~SOURCE,,,0,0,0,0,,,1,125
1007,1773,TS188,188,112,POST_DEPENDENT,"27",0,value1-value2,xminusy,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1008,1774,TS189,189,120,POST_DEPENDENT,"27",0,value1 - (value2 + value3),xminussumab,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1009,1775,TS190,190,157,POST_INDEPENDENT,"27",0,value1,xequalsy,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1010,1776,TS191,191,315,POST_DEPENDENT,"63",1,"Scenario(B,value1)",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1011,1777,TS192,192,540,POST_INDEPENDENT,"63",1,"Scenario(A,value1)",,0,PRODUCT~~ALL~~ALL~~SOURCE,,,0,0,0,0,,,1,125
1012,1778,TS193,193,428,POST_DEPENDENT,"27",0,value1 - (value2 * value3),xminusymultiz,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1013,1779,TS194,194,442,POST_DEPENDENT,"27",1,/* case when (value4) > 0 then */ (value1 + (value2 - value3)) / value4 /* else */ 0 /* end */ ,,0,PRODUCT~~ALL~~ALL~~SOURCE,,,0,0,0,0,,,1,125
1014,1780,TS195,195,455,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1015,1781,TS196,196,463,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1016,1782,TS197,197,471,POST_DEPENDENT,"27",0,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1017,1783,TS198,198,479,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1018,1784,TS199,199,487,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1019,1785,TS200,200,495,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1020,1786,TS201,201,498,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1021,1787,TS202,202,506,POST_DEPENDENT,"27",1,value1*value2,xmultipliedy,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1022,1788,TS203,203,517,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~ALL~~DC~~SOURCE,,,0,0,0,0,,,1,125
1023,1789,TS204,204,525,POST_DEPENDENT,"27",1,/*case when (value1 < value2) then*/ value2    /*else*/ value1 /*end*/,,0,PRODUCT~~ALL~~DC~~SOURCE,,,0,0,0,0,,,1,125
1024,1790,TS205,205,552,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~ALL~~DC~~ALL,,,0,0,0,0,,,1,125
1025,1791,TS206,206,567,POST_INDEPENDENT,"27",1,"Scenario(A,value1)",,0,PRODUCT~~ALL~~DC~~SOURCE,,,0,0,0,0,,,1,125
1026,1792,TS211,211,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1027,1793,TS212,212,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1028,1794,TS213,213,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1029,1795,TS214,214,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1030,1796,TS215,215,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1031,1797,TS216,216,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1032,1798,TS217,217,0,NONE,"66",1,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1033,1799,TS218,218,0,NONE,"66",1,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1034,1800,TS219,219,501,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1035,1801,TS220,220,46,POST_INDEPENDENT,"63",0,value1,xequalsy,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1036,1802,TS221,221,509,POST_INDEPENDENT,"27",1,value1,xequalsy,0,PRODUCT~~ALL~~DC~~ALL,,,0,0,0,0,,,1,125
1037,1803,TS222,222,520,POST_DEPENDENT,"27",1,(value1+value2)-(value3+value4+value5),sumxyminussumabc,0,PRODUCT~~ALL~~DC~~SOURCE,,,0,0,0,0,,,1,125
1038,1804,TS223,223,528,POST_DEPENDENT,"27",1,/*case when (value1 < value2) then*/ value2    /*else*/ value1 /*end*/,,0,PRODUCT~~ALL~~DC~~SOURCE,,,0,0,0,0,,,1,125
1039,1805,TS224,224,559,POST_DEPENDENT,"27",1,/* case when (value1-value2) <0 then */ 0 /* else */ value1-value2 /* end */,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1040,1806,TS230,230,0,NONE,"66",1,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1041,1807,TS231,231,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1042,1808,TS232,232,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1043,1809,TS233,233,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1044,1810,TS234,234,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1045,1811,TS235,235,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1046,1812,TS236,236,0,NONE,"66",1,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1047,1813,TS237,237,47,POST_INDEPENDENT,"27",1,value1,xequalsy,0,PRODUCT~~ALL~~DC~~SOURCE,,,0,0,0,0,,,1,125
1048,1814,TS238,238,502,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1049,1815,TS239,239,510,POST_DEPENDENT,"27",0,/*case when (ePeriodId1 = iPeriodId) then*/  value1  /*when (ePeriodId1 > iPeriodId) then*/  value2 /*else*/ 0 /*end*/ ,,0,PRODUCT~~ALL~~DC~~SOURCE,,,0,0,0,0,,,1,125
1050,1816,TS240,240,521,POST_DEPENDENT,"27",1,/*case when (value1 < value2) then*/ value2    /*else*/ value1 /*end*/,,0,PRODUCT~~ALL~~DC~~SOURCE,,,0,0,0,0,,,1,125
1051,1817,TS241,241,529,POST_DEPENDENT,"27",0,"Scenario(A,value1)",,0,PRODUCT~~ALL~~DC~~SOURCE,,,0,0,0,0,,,1,125
1052,1818,TS242,242,560,POST_DEPENDENT,"27",1,value1-(value2+value3+value4),xminussumabc,0,PRODUCT~~ALL~~DC~~SOURCE,,,0,0,0,0,,,1,125
1053,1819,TS248,248,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1054,1820,TS249,249,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1055,1821,TS250,250,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1056,1822,TS251,251,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1057,1823,TS252,252,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1058,1824,TS253,253,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1059,1825,TS254,254,0,NONE,"66",1,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1060,1826,TS255,255,500,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1061,1827,TS256,256,508,POST_INDEPENDENT,"27",1,value1,xequalsy,0,PRODUCT~~ALL~~DC~~ALL,,,0,0,0,0,,,1,125
1062,1828,TS257,257,519,POST_DEPENDENT,"27",1,(value1+value2)-(value3+value4),sumxyminussumab,0,PRODUCT~~ALL~~DC~~SOURCE,,,0,0,0,0,,,1,125
1063,1829,TS258,258,527,POST_DEPENDENT,"27",1,/*case when (value1 < value2) then*/ value2    /*else*/ value1 /*end*/,,0,PRODUCT~~ALL~~DC~~SOURCE,,,0,0,0,0,,,1,125
1064,1830,TS259,259,554,POST_DEPENDENT,"27",1,/* case when (value1>value2) then */ value1+value3 /* when (value2>value1) then */ value2+value3 /* else */ 0 /* end */,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1065,1831,TS265,265,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1066,1832,TS266,266,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1067,1833,TS267,267,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1068,1834,TS268,268,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1069,1835,TS269,269,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1070,1836,TS270,270,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1071,1837,TS271,271,0,NONE,"66",1,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1072,1838,TS272,272,499,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1073,1839,TS273,273,507,POST_DEPENDENT,"27",1,value1*value2,xmultipliedy,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1074,1840,TS274,274,518,POST_INDEPENDENT,"27",0,value1 + value2 - value3,sumabminusc,0,PRODUCT~~ALL~~DC~~SOURCE,,,0,0,0,0,,,1,125
1075,1841,TS275,275,526,POST_DEPENDENT,"27",1,/*case when (value1 < value2) then*/ value2    /*else*/ value1 /*end*/,,0,PRODUCT~~ALL~~DC~~SOURCE,,,0,0,0,0,,,1,125
1076,1842,TS276,276,553,POST_DEPENDENT,"27",0,/* case when value1< 0 then */ 0 /* when value2> value1 then */ value2 /* else */ value3 /*end */,,0,PRODUCT~~ALL~~DC~~SOURCE,,,0,0,0,0,,,1,125
1077,1843,TS277,277,565,POST_DEPENDENT,"27",0,/* case when value1< value2 then */ value1 /* else */ value2 /*end */,,0,PRODUCT~~ALL~~DC~~ALL,,,0,0,0,0,,,1,125
1078,1844,TS282,282,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1079,1845,TS283,283,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1080,1846,TS284,284,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1081,1847,TS285,285,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1082,1848,TS286,286,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1083,1849,TS287,287,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1084,1850,TS288,288,0,NONE,"66",1,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1085,1851,TS289,289,0,NONE,"66",1,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1086,1852,TS290,290,49,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1087,1853,TS291,291,504,POST_DEPENDENT,"27",1,value1*value2,xmultipliedy,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1088,1854,TS292,292,512,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~ALL,,,0,0,0,0,,,1,125
1089,1855,TS293,293,523,POST_DEPENDENT,"27",1,/*case when (value1 < value2) then*/ value2    /*else*/ value1 /*end*/,,0,PRODUCT~~ALL~~DC~~SOURCE,,,0,0,0,0,,,1,125
1090,1856,TS294,294,550,POST_INDEPENDENT,"27",1,value1,xequalsy,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1091,1857,TS295,295,562,POST_INDEPENDENT,"27",1,NA,,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1092,1858,TS300,300,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
